[0.000000] (-) TimerEvent: {}
[0.000636] (-) JobUnselected: {'identifier': 'dynamixel_sdk'}
[0.000785] (-) JobUnselected: {'identifier': 'dynamixel_sdk_custom_interfaces'}
[0.000885] (-) JobUnselected: {'identifier': 'dynamixel_sdk_examples'}
[0.000913] (-) JobUnselected: {'identifier': 'turtlebot3'}
[0.000941] (-) JobUnselected: {'identifier': 'turtlebot3_bringup'}
[0.000976] (-) JobUnselected: {'identifier': 'turtlebot3_cartographer'}
[0.001001] (-) JobUnselected: {'identifier': 'turtlebot3_description'}
[0.001023] (-) JobUnselected: {'identifier': 'turtlebot3_example'}
[0.001055] (-) JobUnselected: {'identifier': 'turtlebot3_fake_node'}
[0.001152] (-) JobUnselected: {'identifier': 'turtlebot3_msgs'}
[0.001179] (-) JobUnselected: {'identifier': 'turtlebot3_navigation2'}
[0.001203] (-) JobUnselected: {'identifier': 'turtlebot3_node'}
[0.001225] (-) JobUnselected: {'identifier': 'turtlebot3_simulations'}
[0.001249] (-) JobUnselected: {'identifier': 'turtlebot3_teleop'}
[0.001274] (turtlebot3_gazebo) JobQueued: {'identifier': 'turtlebot3_gazebo', 'dependencies': OrderedDict()}
[0.170791] (turtlebot3_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/dylan-george/MTRX3760_Project_1/turtlebot3_ws/install/turtlebot3_gazebo/share/turtlebot3_gazebo//models/turtlebot3_burger\n'}
[0.170885] (turtlebot3_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/dylan-george/MTRX3760_Project_1/turtlebot3_ws/install/turtlebot3_gazebo/share/turtlebot3_gazebo//models/turtlebot3_burger/model.config\n'}
[0.170972] (turtlebot3_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/dylan-george/MTRX3760_Project_1/turtlebot3_ws/install/turtlebot3_gazebo/share/turtlebot3_gazebo//models/turtlebot3_burger/model-1_4.sdf\n'}
[0.171090] (turtlebot3_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/dylan-george/MTRX3760_Project_1/turtlebot3_ws/install/turtlebot3_gazebo/share/turtlebot3_gazebo//models/turtlebot3_burger/model.sdf\n'}
[0.171208] (turtlebot3_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/dylan-george/MTRX3760_Project_1/turtlebot3_ws/install/turtlebot3_gazebo/share/turtlebot3_gazebo//models/turtlebot3_waffle_pi\n'}
[0.171286] (turtlebot3_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/dylan-george/MTRX3760_Project_1/turtlebot3_ws/install/turtlebot3_gazebo/share/turtlebot3_gazebo//models/turtlebot3_waffle_pi/model.config\n'}
[0.171360] (turtlebot3_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/dylan-george/MTRX3760_Project_1/turtlebot3_ws/install/turtlebot3_gazebo/share/turtlebot3_gazebo//models/turtlebot3_waffle_pi/model.sdf\n'}
[0.171435] (turtlebot3_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/dylan-george/MTRX3760_Project_1/turtlebot3_ws/install/turtlebot3_gazebo/share/turtlebot3_gazebo//models/turtlebot3_waffle_pi/model-1_4_.sdf\n'}
[0.171513] (turtlebot3_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/dylan-george/MTRX3760_Project_1/turtlebot3_ws/install/turtlebot3_gazebo/share/turtlebot3_gazebo//models/turtlebot3_house\n'}
[0.171587] (turtlebot3_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/dylan-george/MTRX3760_Project_1/turtlebot3_ws/install/turtlebot3_gazebo/share/turtlebot3_gazebo//models/turtlebot3_house/table_marble\n'}
[0.171664] (turtlebot3_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/dylan-george/MTRX3760_Project_1/turtlebot3_ws/install/turtlebot3_gazebo/share/turtlebot3_gazebo//models/turtlebot3_house/table_marble/meshes\n'}
[0.171735] (turtlebot3_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/dylan-george/MTRX3760_Project_1/turtlebot3_ws/install/turtlebot3_gazebo/share/turtlebot3_gazebo//models/turtlebot3_house/table_marble/meshes/table_lightmap.dae\n'}
[0.171811] (turtlebot3_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/dylan-george/MTRX3760_Project_1/turtlebot3_ws/install/turtlebot3_gazebo/share/turtlebot3_gazebo//models/turtlebot3_house/table_marble/model.config\n'}
[0.171882] (turtlebot3_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/dylan-george/MTRX3760_Project_1/turtlebot3_ws/install/turtlebot3_gazebo/share/turtlebot3_gazebo//models/turtlebot3_house/table_marble/model-1_4.sdf\n'}
[0.171952] (turtlebot3_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/dylan-george/MTRX3760_Project_1/turtlebot3_ws/install/turtlebot3_gazebo/share/turtlebot3_gazebo//models/turtlebot3_house/table_marble/model.sdf\n'}
[0.172024] (turtlebot3_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/dylan-george/MTRX3760_Project_1/turtlebot3_ws/install/turtlebot3_gazebo/share/turtlebot3_gazebo//models/turtlebot3_house/table_marble/materials\n'}
[0.172109] (turtlebot3_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/dylan-george/MTRX3760_Project_1/turtlebot3_ws/install/turtlebot3_gazebo/share/turtlebot3_gazebo//models/turtlebot3_house/table_marble/materials/textures\n'}
[0.172182] (turtlebot3_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/dylan-george/MTRX3760_Project_1/turtlebot3_ws/install/turtlebot3_gazebo/share/turtlebot3_gazebo//models/turtlebot3_house/table_marble/materials/textures/marble.png\n'}
[0.172256] (turtlebot3_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/dylan-george/MTRX3760_Project_1/turtlebot3_ws/install/turtlebot3_gazebo/share/turtlebot3_gazebo//models/turtlebot3_house/table_marble/materials/textures/table_lightmap.png\n'}
[0.172332] (turtlebot3_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/dylan-george/MTRX3760_Project_1/turtlebot3_ws/install/turtlebot3_gazebo/share/turtlebot3_gazebo//models/turtlebot3_house/table_marble/materials/scripts\n'}
[0.172457] (turtlebot3_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/dylan-george/MTRX3760_Project_1/turtlebot3_ws/install/turtlebot3_gazebo/share/turtlebot3_gazebo//models/turtlebot3_house/table_marble/materials/scripts/table_lightmap.material\n'}
[0.172597] (turtlebot3_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/dylan-george/MTRX3760_Project_1/turtlebot3_ws/install/turtlebot3_gazebo/share/turtlebot3_gazebo//models/turtlebot3_house/textures\n'}
[0.172746] (turtlebot3_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/dylan-george/MTRX3760_Project_1/turtlebot3_ws/install/turtlebot3_gazebo/share/turtlebot3_gazebo//models/turtlebot3_house/textures/bricks.png\n'}
[0.172934] (turtlebot3_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/dylan-george/MTRX3760_Project_1/turtlebot3_ws/install/turtlebot3_gazebo/share/turtlebot3_gazebo//models/turtlebot3_house/textures/wood.png\n'}
[0.173105] (turtlebot3_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/dylan-george/MTRX3760_Project_1/turtlebot3_ws/install/turtlebot3_gazebo/share/turtlebot3_gazebo//models/turtlebot3_house/model.config\n'}
[0.173450] (turtlebot3_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/dylan-george/MTRX3760_Project_1/turtlebot3_ws/install/turtlebot3_gazebo/share/turtlebot3_gazebo//models/turtlebot3_house/model.sdf\n'}
[0.173685] (turtlebot3_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/dylan-george/MTRX3760_Project_1/turtlebot3_ws/install/turtlebot3_gazebo/share/turtlebot3_gazebo//models/turtlebot3_house/mailbox\n'}
[0.173921] (turtlebot3_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/dylan-george/MTRX3760_Project_1/turtlebot3_ws/install/turtlebot3_gazebo/share/turtlebot3_gazebo//models/turtlebot3_house/mailbox/meshes\n'}
[0.174681] (turtlebot3_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/dylan-george/MTRX3760_Project_1/turtlebot3_ws/install/turtlebot3_gazebo/share/turtlebot3_gazebo//models/turtlebot3_house/mailbox/meshes/mailbox.dae\n'}
[0.175265] (turtlebot3_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/dylan-george/MTRX3760_Project_1/turtlebot3_ws/install/turtlebot3_gazebo/share/turtlebot3_gazebo//models/turtlebot3_house/mailbox/model-1_3.sdf\n'}
[0.175600] (turtlebot3_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/dylan-george/MTRX3760_Project_1/turtlebot3_ws/install/turtlebot3_gazebo/share/turtlebot3_gazebo//models/turtlebot3_house/mailbox/model.config\n'}
[0.175971] (turtlebot3_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/dylan-george/MTRX3760_Project_1/turtlebot3_ws/install/turtlebot3_gazebo/share/turtlebot3_gazebo//models/turtlebot3_house/mailbox/model-1_4.sdf\n'}
[0.176149] (turtlebot3_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/dylan-george/MTRX3760_Project_1/turtlebot3_ws/install/turtlebot3_gazebo/share/turtlebot3_gazebo//models/turtlebot3_house/mailbox/model.sdf\n'}
[0.176254] (turtlebot3_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/dylan-george/MTRX3760_Project_1/turtlebot3_ws/install/turtlebot3_gazebo/share/turtlebot3_gazebo//models/turtlebot3_house/mailbox/materials\n'}
[0.176400] (turtlebot3_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/dylan-george/MTRX3760_Project_1/turtlebot3_ws/install/turtlebot3_gazebo/share/turtlebot3_gazebo//models/turtlebot3_house/mailbox/materials/textures\n'}
[0.176514] (turtlebot3_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/dylan-george/MTRX3760_Project_1/turtlebot3_ws/install/turtlebot3_gazebo/share/turtlebot3_gazebo//models/turtlebot3_house/mailbox/materials/textures/Mailbox_Diffuse.png\n'}
[0.176621] (turtlebot3_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/dylan-george/MTRX3760_Project_1/turtlebot3_ws/install/turtlebot3_gazebo/share/turtlebot3_gazebo//models/turtlebot3_house/mailbox/materials/textures/Mailbox_Spec.png\n'}
[0.176721] (turtlebot3_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/dylan-george/MTRX3760_Project_1/turtlebot3_ws/install/turtlebot3_gazebo/share/turtlebot3_gazebo//models/turtlebot3_house/mailbox/materials/textures/Mailbox_Diffuse.tga.orig\n'}
[0.176820] (turtlebot3_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/dylan-george/MTRX3760_Project_1/turtlebot3_ws/install/turtlebot3_gazebo/share/turtlebot3_gazebo//models/turtlebot3_house/mailbox/materials/scripts\n'}
[0.176922] (turtlebot3_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/dylan-george/MTRX3760_Project_1/turtlebot3_ws/install/turtlebot3_gazebo/share/turtlebot3_gazebo//models/turtlebot3_house/mailbox/materials/scripts/mailbox.material\n'}
[0.177036] (turtlebot3_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/dylan-george/MTRX3760_Project_1/turtlebot3_ws/install/turtlebot3_gazebo/share/turtlebot3_gazebo//models/turtlebot3_house/first_2015_trash_can\n'}
[0.177144] (turtlebot3_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/dylan-george/MTRX3760_Project_1/turtlebot3_ws/install/turtlebot3_gazebo/share/turtlebot3_gazebo//models/turtlebot3_house/first_2015_trash_can/meshes\n'}
[0.177241] (turtlebot3_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/dylan-george/MTRX3760_Project_1/turtlebot3_ws/install/turtlebot3_gazebo/share/turtlebot3_gazebo//models/turtlebot3_house/first_2015_trash_can/meshes/trash_can.dae\n'}
[0.177344] (turtlebot3_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/dylan-george/MTRX3760_Project_1/turtlebot3_ws/install/turtlebot3_gazebo/share/turtlebot3_gazebo//models/turtlebot3_house/first_2015_trash_can/model.config\n'}
[0.177588] (turtlebot3_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/dylan-george/MTRX3760_Project_1/turtlebot3_ws/install/turtlebot3_gazebo/share/turtlebot3_gazebo//models/turtlebot3_house/first_2015_trash_can/model.sdf\n'}
[0.177787] (turtlebot3_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/dylan-george/MTRX3760_Project_1/turtlebot3_ws/install/turtlebot3_gazebo/share/turtlebot3_gazebo//models/turtlebot3_house/cafe_table\n'}
[0.177891] (turtlebot3_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/dylan-george/MTRX3760_Project_1/turtlebot3_ws/install/turtlebot3_gazebo/share/turtlebot3_gazebo//models/turtlebot3_house/cafe_table/meshes\n'}
[0.177999] (turtlebot3_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/dylan-george/MTRX3760_Project_1/turtlebot3_ws/install/turtlebot3_gazebo/share/turtlebot3_gazebo//models/turtlebot3_house/cafe_table/meshes/cafe_table.dae\n'}
[0.178114] (turtlebot3_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/dylan-george/MTRX3760_Project_1/turtlebot3_ws/install/turtlebot3_gazebo/share/turtlebot3_gazebo//models/turtlebot3_house/cafe_table/model.config\n'}
[0.178216] (turtlebot3_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/dylan-george/MTRX3760_Project_1/turtlebot3_ws/install/turtlebot3_gazebo/share/turtlebot3_gazebo//models/turtlebot3_house/cafe_table/model-1_4.sdf\n'}
[0.178321] (turtlebot3_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/dylan-george/MTRX3760_Project_1/turtlebot3_ws/install/turtlebot3_gazebo/share/turtlebot3_gazebo//models/turtlebot3_house/cafe_table/model.sdf\n'}
[0.178423] (turtlebot3_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/dylan-george/MTRX3760_Project_1/turtlebot3_ws/install/turtlebot3_gazebo/share/turtlebot3_gazebo//models/turtlebot3_house/cafe_table/materials\n'}
[0.178521] (turtlebot3_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/dylan-george/MTRX3760_Project_1/turtlebot3_ws/install/turtlebot3_gazebo/share/turtlebot3_gazebo//models/turtlebot3_house/cafe_table/materials/textures\n'}
[0.178623] (turtlebot3_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/dylan-george/MTRX3760_Project_1/turtlebot3_ws/install/turtlebot3_gazebo/share/turtlebot3_gazebo//models/turtlebot3_house/cafe_table/materials/textures/Wood_Floor_Dark.jpg\n'}
[0.178725] (turtlebot3_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/dylan-george/MTRX3760_Project_1/turtlebot3_ws/install/turtlebot3_gazebo/share/turtlebot3_gazebo//models/turtlebot3_house/cafe_table/materials/textures/Maple.jpg\n'}
[0.178827] (turtlebot3_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/dylan-george/MTRX3760_Project_1/turtlebot3_ws/install/turtlebot3_gazebo/share/turtlebot3_gazebo//models/turtlebot3_dqn_world\n'}
[0.178938] (turtlebot3_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/dylan-george/MTRX3760_Project_1/turtlebot3_ws/install/turtlebot3_gazebo/share/turtlebot3_gazebo//models/turtlebot3_dqn_world/textures\n'}
[0.179042] (turtlebot3_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/dylan-george/MTRX3760_Project_1/turtlebot3_ws/install/turtlebot3_gazebo/share/turtlebot3_gazebo//models/turtlebot3_dqn_world/textures/wood.png\n'}
[0.179247] (turtlebot3_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/dylan-george/MTRX3760_Project_1/turtlebot3_ws/install/turtlebot3_gazebo/share/turtlebot3_gazebo//models/turtlebot3_dqn_world/goal_box\n'}
[0.179360] (turtlebot3_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/dylan-george/MTRX3760_Project_1/turtlebot3_ws/install/turtlebot3_gazebo/share/turtlebot3_gazebo//models/turtlebot3_dqn_world/goal_box/model.config\n'}
[0.179465] (turtlebot3_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/dylan-george/MTRX3760_Project_1/turtlebot3_ws/install/turtlebot3_gazebo/share/turtlebot3_gazebo//models/turtlebot3_dqn_world/goal_box/model.sdf\n'}
[0.179568] (turtlebot3_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/dylan-george/MTRX3760_Project_1/turtlebot3_ws/install/turtlebot3_gazebo/share/turtlebot3_gazebo//models/turtlebot3_dqn_world/obstacle2\n'}
[0.179682] (turtlebot3_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/dylan-george/MTRX3760_Project_1/turtlebot3_ws/install/turtlebot3_gazebo/share/turtlebot3_gazebo//models/turtlebot3_dqn_world/obstacle2/model.config\n'}
[0.179784] (turtlebot3_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/dylan-george/MTRX3760_Project_1/turtlebot3_ws/install/turtlebot3_gazebo/share/turtlebot3_gazebo//models/turtlebot3_dqn_world/obstacle2/model.sdf\n'}
[0.180422] (turtlebot3_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/dylan-george/MTRX3760_Project_1/turtlebot3_ws/install/turtlebot3_gazebo/share/turtlebot3_gazebo//models/turtlebot3_dqn_world/model.config\n'}
[0.180748] (turtlebot3_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/dylan-george/MTRX3760_Project_1/turtlebot3_ws/install/turtlebot3_gazebo/share/turtlebot3_gazebo//models/turtlebot3_dqn_world/inner_walls\n'}
[0.180888] (turtlebot3_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/dylan-george/MTRX3760_Project_1/turtlebot3_ws/install/turtlebot3_gazebo/share/turtlebot3_gazebo//models/turtlebot3_dqn_world/inner_walls/textures\n'}
[0.181010] (turtlebot3_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/dylan-george/MTRX3760_Project_1/turtlebot3_ws/install/turtlebot3_gazebo/share/turtlebot3_gazebo//models/turtlebot3_dqn_world/inner_walls/textures/wood.png\n'}
[0.181130] (turtlebot3_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/dylan-george/MTRX3760_Project_1/turtlebot3_ws/install/turtlebot3_gazebo/share/turtlebot3_gazebo//models/turtlebot3_dqn_world/inner_walls/model.config\n'}
[0.181335] (turtlebot3_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/dylan-george/MTRX3760_Project_1/turtlebot3_ws/install/turtlebot3_gazebo/share/turtlebot3_gazebo//models/turtlebot3_dqn_world/inner_walls/model.sdf\n'}
[0.181431] (turtlebot3_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/dylan-george/MTRX3760_Project_1/turtlebot3_ws/install/turtlebot3_gazebo/share/turtlebot3_gazebo//models/turtlebot3_dqn_world/model.sdf\n'}
[0.181513] (turtlebot3_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/dylan-george/MTRX3760_Project_1/turtlebot3_ws/install/turtlebot3_gazebo/share/turtlebot3_gazebo//models/turtlebot3_dqn_world/obstacles\n'}
[0.181600] (turtlebot3_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/dylan-george/MTRX3760_Project_1/turtlebot3_ws/install/turtlebot3_gazebo/share/turtlebot3_gazebo//models/turtlebot3_dqn_world/obstacles/model.config\n'}
[0.181781] (turtlebot3_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/dylan-george/MTRX3760_Project_1/turtlebot3_ws/install/turtlebot3_gazebo/share/turtlebot3_gazebo//models/turtlebot3_dqn_world/obstacles/model.sdf\n'}
[0.182321] (turtlebot3_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/dylan-george/MTRX3760_Project_1/turtlebot3_ws/install/turtlebot3_gazebo/share/turtlebot3_gazebo//models/turtlebot3_dqn_world/obstacle1\n'}
[0.182785] (turtlebot3_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/dylan-george/MTRX3760_Project_1/turtlebot3_ws/install/turtlebot3_gazebo/share/turtlebot3_gazebo//models/turtlebot3_dqn_world/obstacle1/model.config\n'}
[0.183084] (turtlebot3_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/dylan-george/MTRX3760_Project_1/turtlebot3_ws/install/turtlebot3_gazebo/share/turtlebot3_gazebo//models/turtlebot3_dqn_world/obstacle1/model.sdf\n'}
[0.183384] (turtlebot3_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/dylan-george/MTRX3760_Project_1/turtlebot3_ws/install/turtlebot3_gazebo/share/turtlebot3_gazebo//models/turtlebot3_common\n'}
[0.183662] (turtlebot3_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/dylan-george/MTRX3760_Project_1/turtlebot3_ws/install/turtlebot3_gazebo/share/turtlebot3_gazebo//models/turtlebot3_common/meshes\n'}
[0.183751] (turtlebot3_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/dylan-george/MTRX3760_Project_1/turtlebot3_ws/install/turtlebot3_gazebo/share/turtlebot3_gazebo//models/turtlebot3_common/meshes/waffle_pi_base.dae\n'}
[0.183996] (turtlebot3_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/dylan-george/MTRX3760_Project_1/turtlebot3_ws/install/turtlebot3_gazebo/share/turtlebot3_gazebo//models/turtlebot3_common/meshes/lds.dae\n'}
[0.184133] (turtlebot3_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/dylan-george/MTRX3760_Project_1/turtlebot3_ws/install/turtlebot3_gazebo/share/turtlebot3_gazebo//models/turtlebot3_common/meshes/waffle_base.dae\n'}
[0.184250] (turtlebot3_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/dylan-george/MTRX3760_Project_1/turtlebot3_ws/install/turtlebot3_gazebo/share/turtlebot3_gazebo//models/turtlebot3_common/meshes/burger_base.dae\n'}
[0.184356] (turtlebot3_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/dylan-george/MTRX3760_Project_1/turtlebot3_ws/install/turtlebot3_gazebo/share/turtlebot3_gazebo//models/turtlebot3_common/meshes/r200.dae\n'}
[0.184460] (turtlebot3_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/dylan-george/MTRX3760_Project_1/turtlebot3_ws/install/turtlebot3_gazebo/share/turtlebot3_gazebo//models/turtlebot3_common/meshes/wheels\n'}
[0.184563] (turtlebot3_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/dylan-george/MTRX3760_Project_1/turtlebot3_ws/install/turtlebot3_gazebo/share/turtlebot3_gazebo//models/turtlebot3_common/meshes/wheels/left_tire.stl\n'}
[0.184664] (turtlebot3_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/dylan-george/MTRX3760_Project_1/turtlebot3_ws/install/turtlebot3_gazebo/share/turtlebot3_gazebo//models/turtlebot3_common/meshes/wheels/right_tire.stl\n'}
[0.184771] (turtlebot3_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/dylan-george/MTRX3760_Project_1/turtlebot3_ws/install/turtlebot3_gazebo/share/turtlebot3_gazebo//models/turtlebot3_common/meshes/sensors\n'}
[0.184888] (turtlebot3_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/dylan-george/MTRX3760_Project_1/turtlebot3_ws/install/turtlebot3_gazebo/share/turtlebot3_gazebo//models/turtlebot3_common/meshes/sensors/r200.jpg\n'}
[0.184990] (turtlebot3_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/dylan-george/MTRX3760_Project_1/turtlebot3_ws/install/turtlebot3_gazebo/share/turtlebot3_gazebo//models/turtlebot3_common/meshes/sensors/astra.jpg\n'}
[0.185105] (turtlebot3_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/dylan-george/MTRX3760_Project_1/turtlebot3_ws/install/turtlebot3_gazebo/share/turtlebot3_gazebo//models/turtlebot3_common/meshes/sensors/r200.dae\n'}
[0.185273] (turtlebot3_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/dylan-george/MTRX3760_Project_1/turtlebot3_ws/install/turtlebot3_gazebo/share/turtlebot3_gazebo//models/turtlebot3_common/meshes/sensors/lds.stl\n'}
[0.185383] (turtlebot3_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/dylan-george/MTRX3760_Project_1/turtlebot3_ws/install/turtlebot3_gazebo/share/turtlebot3_gazebo//models/turtlebot3_common/meshes/sensors/astra.dae\n'}
[0.185486] (turtlebot3_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/dylan-george/MTRX3760_Project_1/turtlebot3_ws/install/turtlebot3_gazebo/share/turtlebot3_gazebo//models/turtlebot3_common/meshes/bases\n'}
[0.185651] (turtlebot3_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/dylan-george/MTRX3760_Project_1/turtlebot3_ws/install/turtlebot3_gazebo/share/turtlebot3_gazebo//models/turtlebot3_common/meshes/bases/waffle_pi_base.stl\n'}
[0.185798] (turtlebot3_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/dylan-george/MTRX3760_Project_1/turtlebot3_ws/install/turtlebot3_gazebo/share/turtlebot3_gazebo//models/turtlebot3_common/meshes/bases/burger_base.stl\n'}
[0.185917] (turtlebot3_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/dylan-george/MTRX3760_Project_1/turtlebot3_ws/install/turtlebot3_gazebo/share/turtlebot3_gazebo//models/turtlebot3_common/meshes/bases/waffle_base.stl\n'}
[0.185996] (turtlebot3_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/dylan-george/MTRX3760_Project_1/turtlebot3_ws/install/turtlebot3_gazebo/share/turtlebot3_gazebo//models/turtlebot3_common/meshes/tire.dae\n'}
[0.186108] (turtlebot3_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/dylan-george/MTRX3760_Project_1/turtlebot3_ws/install/turtlebot3_gazebo/share/turtlebot3_gazebo//models/turtlebot3_common/model.config\n'}
[0.186257] (turtlebot3_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/dylan-george/MTRX3760_Project_1/turtlebot3_ws/install/turtlebot3_gazebo/share/turtlebot3_gazebo//params\n'}
[0.186358] (turtlebot3_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/dylan-george/MTRX3760_Project_1/turtlebot3_ws/install/turtlebot3_gazebo/share/turtlebot3_gazebo//params/turtlebot3_burger_cam_bridge.yaml\n'}
[0.186462] (turtlebot3_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/dylan-george/MTRX3760_Project_1/turtlebot3_ws/install/turtlebot3_gazebo/share/turtlebot3_gazebo//params/turtlebot3_waffle_bridge.yaml\n'}
[0.186578] (turtlebot3_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/dylan-george/MTRX3760_Project_1/turtlebot3_ws/install/turtlebot3_gazebo/share/turtlebot3_gazebo//params/turtlebot3_waffle_pi_bridge.yaml\n'}
[0.186679] (turtlebot3_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/dylan-george/MTRX3760_Project_1/turtlebot3_ws/install/turtlebot3_gazebo/share/turtlebot3_gazebo//params/turtlebot3_burger_bridge.yaml\n'}
[0.186798] (turtlebot3_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/dylan-george/MTRX3760_Project_1/turtlebot3_ws/install/turtlebot3_gazebo/share/turtlebot3_gazebo//rviz\n'}
